car_id,brand,year,mileage_km,fuel_type,transmission,engine_size,condition,price
427,Chevrolet,2012,90986,petrol,automatic,1.98,good,31518.66
428,Mercedes,2017,182669,hybrid,automatic,4.97,fair,45112.03
429,BMW,2024,297319,electric,manual,3.27,excellent,56336.36
430,Hyundai,2021,146939,diesel,automatic,2.4,excellent,58341.19
431,Kia,2007,253641,hybrid,manual,4.54,good,27014.56
432,Honda,2007,85250,electric,automatic,2.44,fair,25979.51
433,Toyota,2022,164012,hybrid,automatic,2.9,fair,44326.92
434,BMW,2020,98430,electric,manual,1.54,fair,57432.35
435,Honda,2009,209974,petrol,manual,2.88,good,20493.81
436,Kia,2012,280328,diesel,manual,2.42,fair,21921.15
437,BMW,2010,164244,electric,manual,4.26,excellent,47585.55
438,Toyota,2013,29713,petrol,automatic,1.29,good,50614.08
439,Honda,2006,59186,diesel,automatic,4.53,excellent,47282.78
440,Chevrolet,2010,43016,electric,manual,2.71,good,32220.11
441,BMW,2006,176348,electric,automatic,2.95,good,34195.77
442,Honda,2024,293504,hybrid,automatic,3.82,poor,23489.88
443,Honda,2008,203762,petrol,manual,2.3,excellent,32721.16
444,BMW,2010,219144,electric,automatic,3.13,excellent,60701.15
445,BMW,2021,132830,hybrid,automatic,2.3,good,59150.08
446,Toyota,2018,117830,hybrid,manual,4.95,poor,28099.92
447,Hyundai,2009,42328,hybrid,automatic,2.33,good,45833.33
448,BMW,2016,217861,hybrid,manual,3.96,poor,22683.39
449,Toyota,2021,77131,diesel,automatic,1.74,fair,39310.73
450,Mercedes,2014,171852,diesel,automatic,1.87,good,43979.48
451,BMW,2011,500000,petrol,automatic,2.6,excellent,36501.4
452,Kia,2019,88199,diesel,automatic,3.07,good,49132.57
453,Kia,2005,30375,diesel,automatic,1.57,good,24923.86
454,Hyundai,2015,281899,diesel,automatic,4.81,fair,26479.06
455,Kia,2008,45836,hybrid,manual,1.74,excellent,38345.05
456,Toyota,2015,156328,hybrid,automatic,4.72,excellent,62595.54
457,Chevrolet,2018,277516,electric,manual,1.64,fair,18898.91
458,Toyota,2007,31389,hybrid,manual,1.98,fair,33324.96
459,Mercedes,2012,247517,electric,automatic,4.63,poor,34142.23
460,Hyundai,2020,24543,hybrid,automatic,1.76,poor,30291.44
461,Hyundai,2007,84768,petrol,automatic,4.94,good,40633.05
462,Hyundai,2022,281090,hybrid,automatic,4.37,poor,25176.82
463,Kia,2022,219012,diesel,automatic,4.22,excellent,54941.87
464,Hyundai,2022,293658,hybrid,automatic,4.99,fair,33591.32
465,Chevrolet,2011,239729,petrol,automatic,3.16,fair,22817.91
466,Honda,2020,268915,diesel,automatic,3.02,fair,36390.86
467,Toyota,2012,49905,hybrid,automatic,3.32,fair,34191.48
468,Hyundai,2024,157900,petrol,automatic,2.78,fair,31297.36
469,Chevrolet,2016,286127,electric,manual,2.66,excellent,39048.72
470,Kia,2015,245587,diesel,automatic,3.19,poor,12582.65
471,Chevrolet,2014,231849,diesel,manual,1.19,poor,12762.97
472,Kia,2021,274069,diesel,automatic,2.63,poor,18368.67
473,Chevrolet,2020,9895,electric,manual,4.0,poor,26311.24
474,Mercedes,2021,0,electric,automatic,3.37,poor,46411.19
475,Hyundai,2016,232283,petrol,manual,3.23,good,37389.52
476,Chevrolet,2017,97122,diesel,manual,1.37,good,28306.46
477,BMW,2024,212041,diesel,automatic,2.4,fair,51724.11
478,Honda,2015,126835,electric,manual,1.66,excellent,59617.23
479,Honda,2006,197145,diesel,manual,3.81,poor,12181.23
480,BMW,2008,185877,hybrid,manual,2.97,fair,20075.92
481,Kia,2019,74688,petrol,automatic,4.6,poor,28819.38
482,Mercedes,2015,174251,hybrid,manual,1.16,good,52081.34
483,Hyundai,2009,42510,petrol,automatic,1.53,good,40788.23
484,Honda,2007,24958,diesel,automatic,3.0,good,34810.11
485,BMW,2006,34476,electric,automatic,3.96,excellent,75000.0
486,Toyota,2009,11214,hybrid,manual,1.67,good,49380.2
487,Honda,2018,212224,petrol,automatic,3.8,poor,18941.15
488,Kia,2015,203302,electric,manual,3.41,poor,15754.71
489,Mercedes,2006,131068,petrol,manual,3.15,good,47105.76
490,Kia,2011,91877,electric,automatic,2.45,poor,23316.63
491,Mercedes,2020,268765,electric,manual,3.42,good,45077.98
492,Chevrolet,2023,122959,electric,automatic,2.29,poor,24839.36
493,BMW,2009,186881,diesel,automatic,3.53,excellent,40307.1
494,Mercedes,2007,65098,electric,manual,4.12,fair,33047.68
495,Honda,2013,215502,diesel,manual,3.95,good,25935.15
496,BMW,2005,253384,petrol,automatic,1.56,poor,14934.14
497,Kia,2035,35490,petrol,manual,3.84,excellent,61695.63
498,Chevrolet,2008,207321,hybrid,manual,4.22,excellent,31688.39
499,Mercedes,2022,133386,electric,automatic,1.59,fair,60161.78
500,BMW,2024,192342,petrol,manual,1.78,excellent,75000.0
501,Honda,2023,64020,hybrid,automatic,2.91,fair,53313.2
502,Chevrolet,2020,285009,diesel,manual,1.28,fair,23106.6
503,Mercedes,2012,167635,hybrid,automatic,4.67,good,52855.25
504,BMW,2020,68251,diesel,manual,2.39,excellent,71885.62
505,BMW,2015,94921,petrol,automatic,3.74,excellent,75000.0
506,Mercedes,2015,62946,electric,manual,1.58,excellent,75000.0
507,Hyundai,2008,278200,petrol,automatic,1.94,good,20677.48
508,BMW,2014,219412,electric,manual,4.3,good,60729.85
509,BMW,2014,234959,diesel,automatic,4.92,poor,23798.17
510,Toyota,2024,278519,petrol,automatic,1.36,poor,22144.71
511,Chevrolet,2019,38326,diesel,manual,4.17,poor,23380.28
512,Mercedes,2007,108330,petrol,automatic,4.16,fair,33218.92
513,Kia,2016,33172,electric,automatic,3.86,fair,35986.45
514,Hyundai,2009,152516,electric,automatic,3.07,fair,20422.52
515,Toyota,2007,75191,diesel,automatic,2.63,poor,20095.95
516,BMW,2008,224782,diesel,automatic,2.4,excellent,26995.48
517,Honda,2010,106706,diesel,automatic,4.48,good,36421.81
518,BMW,2021,255844,diesel,manual,4.08,good,46913.42
519,BMW,2013,27967,electric,manual,2.72,good,66556.34
520,Hyundai,2019,14790,electric,manual,2.77,good,49942.64
521,Mercedes,2019,170072,petrol,manual,1.55,fair,37133.64
522,Kia,2013,81421,hybrid,automatic,2.54,excellent,56235.14
523,Mercedes,2005,79282,hybrid,manual,3.26,good,51097.96
524,Kia,2021,244253,petrol,automatic,1.13,excellent,45793.46
525,Honda,2017,69698,hybrid,automatic,2.37,excellent,57809.94
526,Chevrolet,2006,299777,diesel,automatic,3.28,fair,13863.9
527,Mercedes,2019,143087,diesel,manual,3.36,good,51155.75
528,Kia,2015,278795,diesel,manual,1.85,excellent,21610.2
529,BMW,2007,203531,hybrid,manual,2.97,fair,32270.58
530,Honda,2014,238033,electric,automatic,4.92,fair,27119.09
531,Kia,2024,105243,diesel,automatic,1.75,fair,31630.24
532,Honda,2024,28791,diesel,automatic,2.21,excellent,74867.16
533,Chevrolet,2007,190047,electric,automatic,3.54,fair,17674.68
534,BMW,2016,42953,electric,manual,3.62,fair,49632.01
535,Mercedes,2010,229871,diesel,manual,4.86,good,37869.3
536,Toyota,2017,175052,hybrid,manual,3.94,fair,34592.41
537,BMW,2013,154676,petrol,manual,2.18,fair,31223.14
538,Mercedes,2018,114295,diesel,automatic,1.56,poor,28732.45
539,Hyundai,2007,217207,electric,manual,2.16,good,17799.25
540,Honda,2023,86653,diesel,automatic,3.49,excellent,66450.23
541,Hyundai,2010,7574,hybrid,manual,3.41,excellent,41436.83
542,Mercedes,2015,48444,hybrid,manual,2.5,excellent,75000.0
543,BMW,2014,24614,electric,automatic,4.01,good,63575.29
544,Mercedes,2015,33221,petrol,automatic,1.79,excellent,66865.97
545,Toyota,2010,140236,electric,manual,1.02,good,42182.03
546,Mercedes,2007,64099,petrol,automatic,1.28,poor,23980.03
547,Hyundai,2022,146120,electric,automatic,3.56,fair,47073.0
548,BMW,2014,160565,diesel,automatic,1.66,excellent,50691.12
549,Mercedes,2005,277044,electric,manual,4.21,fair,29053.49
550,Honda,2030,267400,petrol,manual,2.39,good,48312.41
551,Kia,2010,200517,electric,automatic,1.75,excellent,25059.31
552,Chevrolet,2011,220086,petrol,manual,2.4,fair,12291.54
553,Mercedes,2012,9237,electric,manual,4.67,good,69119.1
554,Honda,2012,175683,diesel,automatic,2.97,excellent,32578.81
555,BMW,2017,222504,petrol,automatic,4.04,good,52019.56
556,Chevrolet,2014,265801,hybrid,manual,3.6,poor,13897.45
557,BMW,2021,221590,electric,manual,2.85,fair,46459.95
558,Hyundai,2017,72056,electric,automatic,1.31,excellent,51022.76
559,Mercedes,2020,116791,diesel,manual,3.7,fair,51855.14
560,BMW,2012,140984,hybrid,automatic,2.52,poor,31829.04
561,Toyota,2006,200687,hybrid,automatic,3.22,good,37638.85
562,Chevrolet,2015,151660,petrol,automatic,1.37,good,35232.7
563,Chevrolet,2016,209074,hybrid,manual,2.7,poor,15246.39
564,Honda,2010,246625,diesel,automatic,2.67,excellent,35080.8
565,Honda,2021,254688,hybrid,automatic,1.55,poor,19566.81
566,Kia,2014,500000,petrol,manual,3.91,excellent,32325.05
567,Toyota,2015,281133,hybrid,automatic,3.77,fair,27029.38
568,Kia,2009,186064,hybrid,automatic,4.49,excellent,31737.73
569,Honda,2007,141511,petrol,manual,4.45,excellent,38077.07
570,Honda,2021,58400,diesel,manual,3.37,poor,33444.69
571,Kia,2015,124234,electric,automatic,3.96,fair,33477.35
572,Toyota,2020,61375,diesel,automatic,3.97,poor,28443.05
573,Mercedes,2011,-500,diesel,manual,3.47,excellent,75000.0
574,Hyundai,2024,90885,electric,manual,1.28,poor,28113.81
575,Toyota,2017,140336,electric,manual,2.83,poor,23078.88
576,Kia,2014,55755,electric,manual,3.38,good,38609.79
577,Kia,2014,222812,diesel,manual,4.11,good,34035.66
578,Kia,2024,42325,electric,automatic,4.13,excellent,74086.73
579,Toyota,2009,139970,petrol,automatic,3.47,poor,24709.92
580,Kia,2005,133041,hybrid,automatic,3.15,good,22379.98
581,Mercedes,2006,244372,hybrid,automatic,3.03,fair,27489.9
582,Mercedes,2017,297714,diesel,automatic,1.9,excellent,51835.53
583,Honda,2019,129028,electric,automatic,1.14,fair,41900.32
584,Hyundai,2008,143772,diesel,automatic,3.92,good,34291.58
585,Mercedes,2007,131599,hybrid,automatic,2.93,poor,20487.42
586,BMW,2018,196427,electric,automatic,1.14,poor,36099.86
587,Kia,2019,266267,hybrid,automatic,3.3,fair,30665.24
588,Honda,2007,113379,electric,automatic,1.94,excellent,52560.07
589,Kia,2015,5756,hybrid,manual,2.41,excellent,57321.47
590,BMW,1990,292243,diesel,manual,1.75,poor,4941.28
591,Chevrolet,2014,259769,electric,manual,3.57,poor,19937.43
592,Kia,2021,215262,diesel,manual,3.13,fair,32336.66
593,BMW,2017,225291,diesel,automatic,1.04,good,35615.51
594,BMW,2007,88464,petrol,manual,1.91,poor,20088.87
595,Honda,2012,200846,hybrid,automatic,3.63,fair,32793.8
596,Chevrolet,2019,124897,diesel,manual,1.26,excellent,48428.88
597,Hyundai,2018,68043,hybrid,manual,1.14,fair,37790.05
598,Toyota,2013,181636,petrol,automatic,4.73,poor,21490.08
599,Kia,2010,124373,hybrid,manual,1.39,good,31200.29
600,Kia,2023,261499,electric,manual,4.3,poor,20561.3
601,BMW,2012,28980,petrol,manual,1.52,excellent,68168.26
602,Chevrolet,2009,95169,electric,automatic,1.74,poor,20749.11
603,BMW,2024,274053,electric,manual,4.78,fair,50797.02
604,Hyundai,2005,107071,diesel,automatic,2.91,good,25128.09
605,Chevrolet,2007,44429,hybrid,automatic,1.87,good,33065.08
606,Mercedes,2011,74477,diesel,manual,2.54,excellent,55153.52
607,Toyota,2009,258662,petrol,manual,3.1,fair,25517.55
608,Honda,2008,219510,diesel,manual,3.99,poor,12438.05
609,Mercedes,2006,48095,hybrid,manual,2.01,fair,36483.67
610,Toyota,2012,195814,hybrid,automatic,1.87,excellent,43916.85
611,Hyundai,2019,270015,diesel,manual,2.43,fair,20199.58
612,Kia,2023,256306,diesel,automatic,3.99,excellent,38248.04
613,BMW,2019,40802,petrol,manual,4.22,good,59040.67
614,Honda,2013,259269,electric,manual,4.68,poor,21765.02
615,Kia,2014,9949,hybrid,manual,3.99,excellent,60865.13
616,Hyundai,2008,6085,petrol,manual,2.22,good,38823.86
617,Honda,2019,56493,petrol,automatic,2.98,excellent,60888.02
618,Toyota,2016,241746,petrol,automatic,4.41,excellent,38171.63
619,Chevrolet,2013,145759,diesel,manual,4.95,fair,21095.06
620,Toyota,2011,76106,hybrid,automatic,2.72,fair,35898.47
621,Kia,2018,22807,hybrid,automatic,4.05,excellent,55924.98
622,Chevrolet,2013,136719,petrol,manual,2.43,poor,14781.94
623,Toyota,2012,108340,petrol,manual,1.53,good,35879.43
624,Kia,2024,43652,hybrid,automatic,4.1,fair,50859.08
625,Kia,2020,163673,electric,automatic,3.56,good,48916.59
626,Hyundai,2020,290015,petrol,manual,2.44,fair,22635.32
627,Kia,2012,99075,hybrid,automatic,3.87,poor,19250.17
628,Honda,2017,17714,petrol,automatic,3.25,good,44961.81
629,Kia,2015,9187,electric,manual,3.76,poor,24913.37
630,Kia,2023,127898,petrol,automatic,1.4,excellent,56568.54
631,Hyundai,2018,6631,hybrid,automatic,1.98,poor,29188.32
632,Chevrolet,2008,270987,electric,manual,2.54,excellent,19869.82
633,Kia,2023,9170,hybrid,automatic,3.36,fair,48105.53
634,Honda,2014,292056,hybrid,automatic,2.93,poor,16562.07
635,Mercedes,2010,274989,diesel,automatic,2.73,good,26270.57
636,Kia,2011,209629,diesel,automatic,4.62,poor,19824.81
637,Honda,2013,26211,petrol,automatic,1.4,fair,37112.66
638,BMW,2024,29738,hybrid,automatic,4.19,poor,52385.11
639,Kia,2008,21654,diesel,manual,4.26,excellent,37560.65
640,Mercedes,2016,222598,diesel,automatic,2.88,good,39981.72
641,Toyota,2021,81930,hybrid,automatic,2.43,good,62522.43
642,Chevrolet,2008,170053,hybrid,automatic,2.46,poor,14211.9
643,Honda,2023,45240,electric,automatic,3.92,good,75000.0
644,Honda,2006,248486,hybrid,manual,4.61,fair,14248.77
645,BMW,2019,199975,diesel,automatic,3.37,poor,27744.77
646,BMW,2011,15821,electric,automatic,3.83,poor,40639.25
647,Honda,2016,226313,petrol,automatic,2.19,good,39760.71
648,Kia,2020,160720,petrol,automatic,2.13,excellent,48006.68
649,Hyundai,2014,213697,diesel,manual,3.85,good,38052.99
650,Chevrolet,2009,217929,petrol,manual,2.15,poor,10610.53
651,Mercedes,2018,76556,petrol,manual,4.02,fair,44591.81
652,Toyota,2012,115270,diesel,automatic,2.4,excellent,57933.79
653,Hyundai,2018,132796,diesel,automatic,1.7,poor,23710.96
654,Toyota,2014,138689,electric,automatic,3.37,poor,27773.01
655,BMW,2006,174666,hybrid,manual,4.67,fair,28186.03
656,Kia,2022,67494,diesel,automatic,4.63,poor,29185.73
657,Hyundai,2014,182777,electric,automatic,3.94,excellent,41696.09
658,BMW,2018,117917,petrol,manual,3.9,excellent,67768.74
659,Kia,2008,54564,diesel,manual,4.99,fair,32173.21
660,Kia,2019,235613,petrol,manual,2.72,good,28142.43
661,Honda,2024,215394,hybrid,automatic,2.44,good,51501.56
662,Honda,2010,223925,petrol,automatic,1.78,good,19735.92
663,Toyota,2011,220606,hybrid,manual,1.07,poor,17296.11
664,Toyota,2017,244304,diesel,automatic,3.04,fair,36807.18
665,Honda,2013,263462,petrol,manual,3.83,excellent,25244.1
666,Honda,2015,267016,electric,manual,2.53,poor,18912.32
667,Hyundai,2014,134945,hybrid,automatic,1.69,good,38820.3
668,BMW,2006,39513,petrol,automatic,3.91,good,45299.18
669,BMW,2018,191838,diesel,automatic,3.32,poor,26610.28
670,BMW,2013,170384,diesel,automatic,1.76,poor,23148.47
671,Toyota,2023,169287,electric,manual,1.94,poor,31893.23
672,Hyundai,2023,183636,hybrid,automatic,2.56,good,54860.42
673,Chevrolet,2023,161551,electric,automatic,4.16,good,54268.3
674,Mercedes,2012,278878,diesel,manual,3.51,excellent,34954.08
675,BMW,2009,38381,electric,manual,4.67,poor,28534.29
676,Chevrolet,2011,190700,petrol,manual,3.08,excellent,35495.55
677,Toyota,2021,282834,electric,manual,3.11,excellent,62967.81
678,Toyota,2017,51585,diesel,automatic,1.22,good,53710.83
679,Toyota,2009,226849,electric,automatic,3.13,excellent,32212.26
680,Kia,2016,183686,hybrid,manual,3.8,fair,26932.76
681,BMW,2012,157466,hybrid,manual,2.49,excellent,52110.79
682,Hyundai,2017,238411,electric,manual,1.12,good,36265.6
683,Honda,2013,141661,electric,automatic,1.28,poor,20771.85
684,Honda,2023,16916,hybrid,manual,3.34,excellent,75000.0
685,Toyota,2013,13361,electric,manual,1.81,poor,30155.24
686,Toyota,2010,125699,electric,automatic,3.27,good,46719.68
687,Honda,2010,87659,diesel,manual,3.59,poor,22529.34
688,Mercedes,2017,236329,petrol,manual,3.93,excellent,67578.46
689,Hyundai,2022,23471,hybrid,automatic,2.63,good,66472.57
690,Mercedes,2015,84701,petrol,manual,3.45,poor,30916.58
691,Kia,2020,265283,diesel,automatic,3.03,good,37403.91
692,Toyota,2010,70476,hybrid,manual,3.74,good,36778.9
693,Chevrolet,2010,0,electric,automatic,3.32,excellent,46316.76
694,Mercedes,2005,299436,electric,automatic,3.71,fair,11595.76
695,Hyundai,2009,128627,hybrid,manual,2.98,excellent,43506.86
696,Toyota,2005,227194,diesel,manual,4.15,excellent,36561.34
697,Mercedes,2005,239836,petrol,automatic,2.78,fair,12679.14
698,Toyota,2011,142091,petrol,manual,4.56,fair,32033.21
699,BMW,2020,264686,electric,manual,2.75,poor,25221.93
700,Mercedes,2016,45316,diesel,automatic,4.97,good,70213.4
701,Chevrolet,2009,115373,petrol,manual,2.55,excellent,35089.4
702,Honda,2018,39517,diesel,manual,2.91,excellent,55627.62
703,Chevrolet,2024,89689,diesel,manual,1.08,good,36149.7
704,BMW,2022,204138,hybrid,automatic,1.48,poor,35427.59
705,Toyota,2016,207003,diesel,manual,1.53,excellent,41542.27
706,Chevrolet,2018,41974,petrol,automatic,3.56,poor,23181.31
707,Mercedes,2017,275125,electric,manual,4.57,excellent,63151.73
708,Mercedes,2022,149108,electric,manual,4.87,excellent,75000.0
709,Mercedes,2035,283655,petrol,automatic,2.06,fair,51260.32
710,Hyundai,2007,121563,petrol,automatic,1.33,excellent,21770.97
711,Honda,2015,18209,petrol,manual,3.97,poor,28845.0
712,BMW,2010,113828,hybrid,manual,2.72,poor,19621.22
713,Mercedes,2010,244962,diesel,manual,1.72,good,40460.71
714,Hyundai,2005,60678,diesel,automatic,3.99,fair,27743.63
715,Hyundai,2008,42179,petrol,automatic,1.91,good,37763.33
716,Mercedes,2021,176202,petrol,manual,4.59,poor,40178.32
717,Toyota,2020,166714,diesel,manual,4.66,poor,22059.29
718,Kia,2013,115359,petrol,automatic,1.69,good,30644.54
719,Toyota,2018,23123,electric,manual,1.95,fair,39420.01
720,BMW,2020,291387,electric,manual,3.56,excellent,70009.05
721,Toyota,2021,274319,hybrid,automatic,2.08,excellent,48891.55
722,Mercedes,2007,69752,diesel,automatic,3.02,good,42104.33
723,Kia,2021,174470,electric,manual,2.31,fair,33093.87
724,Mercedes,2012,203885,diesel,manual,3.17,fair,31868.4
725,Toyota,2020,154177,hybrid,manual,4.61,good,45389.84
726,Hyundai,2023,266593,hybrid,automatic,2.03,good,33413.54
727,BMW,2017,156494,hybrid,automatic,4.13,excellent,65928.11
728,BMW,2024,22953,hybrid,manual,2.17,excellent,75000.0
729,Kia,2007,153600,diesel,automatic,3.01,fair,15821.51
730,Honda,2014,97278,hybrid,automatic,2.22,fair,40443.19
731,Chevrolet,2012,46126,hybrid,automatic,1.09,fair,30878.39
732,Mercedes,2012,190052,electric,automatic,3.81,poor,35583.09
733,Toyota,2012,600000,electric,automatic,1.89,excellent,22986.54
734,Mercedes,2015,238939,diesel,automatic,4.61,poor,28394.59
735,Honda,2005,102463,electric,manual,3.27,good,31426.27
736,Honda,2007,102966,diesel,manual,4.16,fair,32456.58
737,Mercedes,2011,181504,electric,manual,2.54,fair,30304.23
738,Chevrolet,2019,297118,hybrid,automatic,3.15,excellent,42165.03
739,Chevrolet,2019,61697,petrol,manual,4.82,good,39040.92
740,Toyota,2019,239730,petrol,automatic,4.58,good,43186.98
741,Kia,2010,199179,diesel,automatic,2.96,fair,26095.62
742,Hyundai,2006,243294,petrol,manual,3.86,fair,17592.82
743,Honda,2009,151673,hybrid,manual,1.38,poor,14314.55
744,Kia,2021,249914,electric,automatic,2.74,fair,25013.05
745,Kia,2023,37345,hybrid,automatic,3.22,good,51139.54
746,Honda,2019,277491,hybrid,manual,2.82,excellent,44983.63
747,Hyundai,2012,271172,petrol,automatic,3.44,good,34287.97
748,Hyundai,2015,169959,electric,automatic,1.26,excellent,40704.89
749,Chevrolet,2017,133879,hybrid,manual,1.72,poor,19120.29
750,BMW,2023,229371,diesel,automatic,4.58,fair,46443.99
751,Chevrolet,2018,281262,diesel,manual,2.35,excellent,31592.03
752,Mercedes,2023,213979,petrol,automatic,2.49,fair,45963.25
753,Chevrolet,2009,212325,diesel,automatic,2.08,good,21821.75
754,Chevrolet,2012,258057,petrol,automatic,3.03,good,23172.3
755,Mercedes,2021,271202,diesel,manual,1.86,excellent,44780.71
756,BMW,2010,250512,diesel,manual,4.57,good,40770.08
757,Chevrolet,2017,138991,diesel,manual,3.21,good,29737.35
758,Hyundai,2020,216445,diesel,manual,1.7,excellent,32334.87
759,BMW,2018,238879,hybrid,manual,4.87,excellent,55047.56
760,Toyota,2011,114533,electric,automatic,1.57,fair,31321.82
761,Hyundai,2013,33325,electric,manual,4.45,fair,31518.87
762,Toyota,2006,127699,electric,manual,3.26,good,40725.8
763,Hyundai,2020,178644,diesel,manual,2.9,good,31403.78
764,Toyota,2023,194048,electric,manual,1.03,fair,46539.96
765,Mercedes,2019,141146,petrol,automatic,1.5,good,63885.86
766,BMW,2018,271650,diesel,automatic,2.32,fair,38177.21
767,Honda,2013,283804,diesel,manual,1.4,excellent,33872.89
768,Chevrolet,2019,148825,petrol,manual,2.06,poor,16517.9
769,Chevrolet,2023,40138,petrol,automatic,3.6,fair,34843.79
770,Chevrolet,2016,231603,diesel,automatic,3.22,poor,13385.44
771,Toyota,2007,220249,electric,manual,1.31,fair,27381.04
772,Hyundai,2019,62771,diesel,automatic,1.29,poor,21763.18
773,Toyota,2015,19260,diesel,manual,3.3,fair,42838.88
774,BMW,2009,180718,electric,manual,2.54,poor,26803.36
775,Honda,2019,254168,petrol,automatic,4.79,poor,18122.61
776,Chevrolet,2005,99179,electric,manual,4.43,poor,12363.59
777,Mercedes,2020,105017,diesel,manual,2.48,poor,32923.22
778,Kia,2010,74344,petrol,manual,1.91,good,32318.61
779,Mercedes,2018,206593,diesel,manual,3.37,fair,39155.63
780,Chevrolet,2013,170110,electric,manual,2.97,excellent,46824.07
781,Toyota,2024,80077,electric,manual,1.08,good,64735.95
782,Kia,2009,125211,electric,automatic,1.23,poor,15553.25
783,Honda,2016,211584,electric,manual,3.39,fair,28170.01
784,BMW,2013,93361,electric,automatic,2.2,fair,48095.93
785,Honda,2013,54586,hybrid,manual,2.54,fair,36590.91
786,BMW,2014,299136,petrol,automatic,4.62,fair,32454.26
787,Chevrolet,2022,267671,hybrid,automatic,2.74,fair,33830.15
788,Toyota,2016,169408,electric,automatic,3.9,fair,43241.2
789,BMW,2013,170323,petrol,automatic,3.47,fair,37500.11
790,BMW,2008,38172,hybrid,automatic,3.86,fair,51321.95
791,Honda,2024,122155,electric,automatic,4.82,excellent,75000.0
792,BMW,2008,249983,petrol,manual,1.5,good,23874.05
793,BMW,2016,224804,diesel,automatic,1.48,excellent,45036.66
794,Chevrolet,2019,122108,electric,manual,2.4,excellent,47059.17
795,Kia,2015,238950,hybrid,manual,2.37,excellent,43354.0
796,Toyota,2005,146000,petrol,manual,1.74,good,24442.56
797,Toyota,2012,171389,electric,manual,3.91,excellent,45954.44
798,Honda,2012,26092,diesel,manual,4.51,good,54580.02
799,Toyota,2018,280657,hybrid,manual,1.64,poor,22265.45
800,Hyundai,2007,205817,electric,automatic,1.44,excellent,37235.79
801,BMW,2005,100956,hybrid,manual,4.84,fair,38443.14
802,Hyundai,2015,75832,hybrid,automatic,4.49,good,55195.68
803,Kia,2018,219326,diesel,automatic,3.02,poor,17461.85
804,BMW,2008,145961,diesel,automatic,2.98,fair,32147.43
805,Toyota,2009,272889,electric,manual,2.89,good,23205.45
806,Hyundai,2012,100865,hybrid,automatic,1.69,good,33179.6
807,Honda,2016,194312,petrol,manual,2.55,poor,18463.27
808,Hyundai,2007,164725,electric,manual,4.19,fair,27097.63
809,Honda,2024,188075,diesel,automatic,4.68,fair,34644.53
810,Mercedes,2018,188843,diesel,automatic,1.72,good,46067.67
811,Chevrolet,2005,14776,hybrid,manual,1.05,excellent,34545.44
812,Honda,2024,127281,electric,manual,3.64,poor,28935.52
813,Hyundai,2012,67050,diesel,automatic,3.31,good,42355.37
814,Chevrolet,2023,100816,hybrid,manual,1.55,good,38063.27
815,Toyota,2005,199172,electric,automatic,3.93,poor,11717.81
816,BMW,2013,242782,electric,manual,1.6,poor,18416.3
817,Hyundai,2020,208374,hybrid,automatic,3.89,good,36064.18
818,Hyundai,2007,163506,electric,automatic,2.8,excellent,27020.48
819,Kia,2024,115414,electric,automatic,2.35,fair,39143.12
820,BMW,2018,289860,diesel,manual,2.01,poor,21456.77
821,Toyota,2009,178864,petrol,manual,2.29,fair,16294.36
822,Toyota,2013,226358,diesel,automatic,2.01,excellent,29088.15
823,Hyundai,2014,88002,hybrid,manual,1.62,good,37371.7
824,BMW,2011,223873,diesel,manual,2.62,good,28189.38
825,BMW,2005,60600,petrol,manual,2.47,excellent,60164.29
826,Hyundai,2021,122122,petrol,manual,1.97,good,46514.52
827,BMW,2010,42017,diesel,automatic,4.17,poor,30459.61
828,BMW,2007,12121,diesel,automatic,2.64,good,45082.33
829,Toyota,2011,171256,hybrid,manual,4.76,poor,21668.47
830,BMW,2021,232606,petrol,manual,2.03,excellent,58701.23
831,Toyota,2010,106323,petrol,manual,1.9,excellent,44707.7
832,Chevrolet,2009,600000,hybrid,automatic,2.14,poor,8263.77
833,Kia,2022,162670,petrol,automatic,4.26,good,38723.51
834,BMW,2010,81261,hybrid,manual,1.33,good,47855.84
835,Toyota,2014,169267,hybrid,automatic,2.77,fair,29218.92
836,Mercedes,2019,71068,hybrid,manual,2.67,excellent,75000.0
837,Kia,2019,5570,electric,automatic,2.1,fair,38262.57
838,Hyundai,2018,118838,hybrid,automatic,1.96,excellent,50053.94
839,Kia,2022,287098,electric,automatic,1.65,good,40333.01
840,Chevrolet,2013,106934,hybrid,automatic,4.39,poor,17172.31
841,Toyota,2016,18369,petrol,automatic,2.82,fair,41397.03
842,Toyota,2011,220648,diesel,automatic,1.67,excellent,38133.72
843,Honda,2009,128488,petrol,automatic,1.56,poor,21376.58
844,Hyundai,2009,183756,hybrid,automatic,1.21,excellent,31090.05
845,Kia,2009,16020,electric,automatic,3.88,excellent,61261.74
846,Toyota,2015,12797,hybrid,automatic,4.96,excellent,62512.72
847,Toyota,2022,10321,hybrid,automatic,3.23,excellent,75000.0
848,BMW,2018,157721,petrol,automatic,1.41,fair,47370.67
849,Mercedes,1985,133238,diesel,automatic,1.78,good,29519.69
850,Kia,2008,55617,electric,manual,1.02,fair,25736.87
851,BMW,2021,82128,hybrid,automatic,1.51,fair,56101.83
852,Chevrolet,2014,196422,diesel,manual,3.02,excellent,30183.72
853,Toyota,2023,269840,diesel,manual,3.05,fair,35086.89
854,Chevrolet,2022,82333,diesel,manual,2.17,poor,21384.04
