car_id,brand,year,mileage_km,fuel_type,transmission,engine_size,condition,price,sale_date,sale_year,sale_month,sale_day,sale_dayofweek,sale_quarter
232,Hyundai,2020,230411,hybrid,manual,4.92,excellent,48438.06,2023-03-13 23:34:03.243243,2023,3,13,0,1
233,Mercedes,2023,227047,electric,manual,3.08,poor,36541.88,2022-07-12 01:16:23.783783,2022,7,12,1,3
234,Mercedes,2022,221930,hybrid,manual,4.44,excellent,63537.84,2021-09-26 06:09:00.540540,2021,9,26,6,3
235,Hyundai,2007,269676,hybrid,automatic,2.67,fair,17676.44,2022-05-12 17:38:01.081081,2022,5,12,3,2
236,Toyota,2007,268120,electric,automatic,2.27,fair,12775.13,2021-02-24 09:36:34.594594,2021,2,24,2,1
237,Chevrolet,2008,293228,electric,automatic,2.35,fair,19353.94,2020-12-11 11:01:37.297297,2020,12,11,4,4
238,Kia,2011,79191,electric,automatic,3.82,fair,25581.29,2021-02-13 10:24:08.648648,2021,2,13,5,1
239,Mercedes,2014,48239,petrol,automatic,4.93,excellent,75000.0,2021-12-02 21:15:40.540540,2021,12,2,3,4
240,Bmw,2005,272185,diesel,automatic,2.41,excellent,19327.15,2021-11-18 06:19:05.945945,2021,11,18,3,4
241,Honda,2024,203679,petrol,manual,3.15,fair,38748.14,2021-05-30 10:44:19.459459,2021,5,30,6,2
242,Honda,2021,146699,electric,manual,4.24,excellent,71214.03,2024-10-15 05:32:58.378378,2024,10,15,1,4
243,Toyota,2008,284063,hybrid,automatic,2.83,good,21498.01,2023-03-01 04:29:32.972972,2023,3,1,2,1
244,Toyota,2024,102784,petrol,manual,3.5,poor,32887.31,2023-02-20 01:09:11.351351,2023,2,20,0,1
245,Chevrolet,2024,0,diesel,automatic,1.86,fair,38124.34,2024-11-11 15:34:03.243243,2024,11,11,0,4
246,Toyota,2022,177290,electric,automatic,1.18,excellent,75000.0,2023-09-21 21:41:37.297297,2023,9,21,3,3
247,Hyundai,2009,197385,petrol,manual,2.63,poor,14264.85,2021-04-16 13:54:35.675675,2021,4,16,4,2
248,Hyundai,2018,107727,diesel,manual,4.8,fair,29176.37,2021-10-16 08:41:48.108108,2021,10,16,5,4
249,Toyota,2013,240830,electric,manual,1.32,fair,25707.93,2023-07-19 22:19:05.945945,2023,7,19,2,3
250,Chevrolet,2005,94012,diesel,manual,2.15,fair,13754.93,2022-04-11 15:52:47.567567,2022,4,11,0,2
251,Toyota,2023,67321,diesel,manual,3.14,poor,27827.03,2022-01-19 09:49:32.972972,2022,1,19,2,1
252,Hyundai,2012,212924,electric,manual,2.02,poor,14230.61,2023-03-30 10:22:42.162162,2023,3,30,3,1
253,Kia,2015,185124,petrol,manual,2.13,good,34613.51,2021-08-02 10:06:50.810810,2021,8,2,0,3
254,Chevrolet,2020,109443,hybrid,automatic,1.33,poor,19790.08,2023-05-20 14:40:43.243243,2023,5,20,5,2
255,Bmw,2021,208725,electric,automatic,2.61,good,51404.18,2021-02-13 10:24:08.648648,2021,2,13,5,1
256,Mercedes,2007,110270,hybrid,automatic,2.26,good,33169.06,2024-02-04 03:54:57.297297,2024,2,4,6,1
257,Hyundai,2013,20533,petrol,automatic,3.61,poor,22779.14,2021-03-01 21:12:47.567567,2021,3,1,0,1
258,Chevrolet,2006,260065,petrol,manual,1.9,fair,9720.69,2023-06-02 09:45:13.513513,2023,6,2,4,2
259,Kia,2009,190799,diesel,manual,2.63,excellent,23022.72,2023-04-26 20:23:47.027027,2023,4,26,2,2
260,Honda,2019,82511,diesel,automatic,1.85,good,43518.8,2024-11-15 07:18:11.891891,2024,11,15,4,4
261,Bmw,2020,258047,electric,manual,3.67,poor,25933.26,2024-02-18 18:51:31.891891,2024,2,18,6,1
262,Toyota,2009,249815,hybrid,automatic,1.36,poor,17047.58,2021-11-12 18:42:52.972972,2021,11,12,4,4
263,Hyundai,2024,261850,electric,manual,3.56,excellent,59855.45,2023-05-11 11:20:21.621621,2023,5,11,3,2
264,Mercedes,2010,294146,diesel,manual,3.13,excellent,28963.65,2023-01-14 11:47:44.864864,2023,1,14,5,1
265,Kia,2009,166992,electric,automatic,1.34,poor,15816.2,2022-05-10 21:45:56.756756,2022,5,10,1,2
266,Kia,2016,153861,hybrid,automatic,2.79,good,33127.41,2021-02-28 01:20:43.243243,2021,2,28,6,1
267,Hyundai,2020,183919,diesel,manual,3.82,excellent,40962.87,2023-06-17 00:41:48.108108,2023,6,17,5,2
268,Kia,2019,125780,petrol,manual,4.53,good,40796.56,2020-07-23 17:12:04.324324,2020,7,23,3,3
269,Honda,2006,193538,diesel,manual,3.73,good,22284.43,2024-02-24 06:27:44.864864,2024,2,24,5,1
270,Toyota,2007,142927,petrol,manual,4.35,excellent,45396.45,2022-06-25 14:27:44.864864,2022,6,25,5,2
271,Honda,2012,178585,hybrid,manual,3.25,good,30947.34,2022-03-17 01:43:47.027027,2022,3,17,3,1
272,Toyota,2019,79010,diesel,automatic,2.04,poor,31839.11,2022-10-26 01:36:34.594594,2022,10,26,2,4
273,Hyundai,2019,174102,diesel,manual,2.0,good,32268.39,2021-05-03 00:43:14.594594,2021,5,3,0,2
274,Mercedes,2024,215786,electric,automatic,1.3,excellent,72457.78,2022-07-19 08:44:41.081081,2022,7,19,1,3
275,Mercedes,2015,276038,hybrid,automatic,4.35,poor,31186.69,2024-01-13 05:30:05.405405,2024,1,13,5,1
276,Hyundai,2016,31135,petrol,automatic,3.82,excellent,64616.82,2021-12-04 17:07:44.864864,2021,12,4,5,4
277,Hyundai,2020,53633,hybrid,automatic,1.76,poor,27353.78,2021-12-06 12:59:49.189189,2021,12,6,0,4
278,Bmw,2018,28433,diesel,automatic,4.66,excellent,75000.0,2020-07-23 17:12:04.324324,2020,7,23,3,3
279,Toyota,2017,112879,petrol,manual,3.3,good,54788.04,2023-01-23 15:08:06.486486,2023,1,23,0,1
280,Bmw,2015,17061,diesel,automatic,3.61,good,66153.73,2023-02-14 13:32:58.378378,2023,2,14,1,1
281,Mercedes,2011,183237,diesel,automatic,1.15,poor,16657.94,2024-10-04 06:20:32.432432,2024,10,4,4,4
282,Kia,2023,208522,electric,manual,2.44,poor,25083.55,2020-05-26 05:25:45.945945,2020,5,26,1,2
283,Kia,2019,5852,petrol,automatic,3.68,excellent,52779.02,2023-06-29 19:46:18.378378,2023,6,29,3,2
284,Mercedes,2018,297608,petrol,manual,4.07,fair,42119.7,2020-07-23 17:12:04.324324,2020,7,23,3,3
285,Bmw,2024,31521,petrol,automatic,1.32,poor,41696.22,2020-01-02 19:52:04.324324,2020,1,2,3,1
286,Hyundai,2018,189627,electric,automatic,3.95,excellent,52769.55,2023-03-17 15:18:11.891891,2023,3,17,4,1
287,Hyundai,2012,147676,petrol,manual,3.09,excellent,35401.22,2021-02-04 07:03:47.027027,2021,2,4,3,1
288,Hyundai,2012,60708,electric,automatic,3.67,fair,42427.4,2022-10-29 17:20:43.243243,2022,10,29,5,4
289,Honda,2015,169139,petrol,manual,4.81,excellent,61036.87,2024-04-09 23:09:32.972972,2024,4,9,1,2
290,Hyundai,2015,47824,electric,manual,4.97,poor,26026.32,2024-12-25 12:23:47.027027,2024,12,25,2,4
291,Honda,2006,239016,electric,automatic,2.88,excellent,18376.57,2023-09-05 10:52:58.378378,2023,9,5,1,3
292,Honda,2021,245054,diesel,automatic,1.65,good,41934.28,2021-02-13 10:24:08.648648,2021,2,13,5,1
293,Chevrolet,2020,223376,hybrid,manual,3.04,excellent,42430.55,2021-12-02 21:15:40.540540,2021,12,2,3,4
294,Toyota,2023,264040,electric,automatic,1.27,poor,22667.7,2022-01-04 18:52:58.378378,2022,1,4,1,1
295,Chevrolet,2018,288512,electric,automatic,1.22,good,24508.19,2023-03-10 07:49:54.594594,2023,3,10,4,1
296,Toyota,2016,224692,petrol,automatic,3.66,poor,16890.58,2020-08-23 18:57:17.837837,2020,8,23,6,3
297,Mercedes,2016,57417,electric,manual,3.96,good,75000.0,2020-04-05 01:07:44.864864,2020,4,5,6,2
298,Bmw,2021,80539,diesel,automatic,2.0,good,72760.39,2023-06-02 09:45:13.513513,2023,6,2,4,2
299,Mercedes,2010,276125,diesel,manual,3.8,poor,17372.79,2023-08-25 11:40:32.432432,2023,8,25,4,3
300,Kia,2005,129573,diesel,manual,3.18,poor,10217.08,2023-05-11 11:20:21.621621,2023,5,11,3,2
301,Toyota,2015,248640,diesel,automatic,1.93,fair,23038.81,2023-07-19 22:19:05.945945,2023,7,19,2,3
302,Chevrolet,2010,213557,petrol,manual,4.28,excellent,28330.97,2022-01-28 13:09:54.594594,2022,1,28,4,1
303,Bmw,2014,211519,electric,automatic,3.94,fair,49247.85,2021-03-25 15:29:43.783783,2021,3,25,3,1
304,Chevrolet,2017,291193,diesel,automatic,2.47,poor,16509.09,2024-03-06 05:40:10.810810,2024,3,6,2,1
305,Chevrolet,2015,51038,diesel,automatic,2.82,good,33774.16,2022-03-11 14:07:34.054054,2022,3,11,4,1
306,Honda,2022,286128,diesel,automatic,1.4,fair,22338.27,2021-01-04 05:18:33.513513,2021,1,4,0,1
307,Kia,2008,279825,electric,automatic,4.57,excellent,28341.12,2020-11-30 11:49:11.351351,2020,11,30,0,4
308,Chevrolet,2017,55251,petrol,automatic,2.22,poor,24866.88,2020-08-10 23:52:47.567567,2020,8,10,0,3
309,Honda,2007,66431,electric,automatic,4.0,good,50614.07,2022-01-01 03:08:49.729729,2022,1,1,5,1
310,Honda,2023,51322,petrol,automatic,3.64,fair,47723.71,2023-11-01 02:47:12.432432,2023,11,1,2,4
311,Kia,2014,196103,hybrid,manual,2.36,fair,25756.42,2021-06-19 13:17:07.027027,2021,6,19,5,2
312,Bmw,2015,229918,diesel,automatic,2.27,good,40488.89,2021-05-24 23:08:06.486486,2021,5,24,0,2
313,Kia,2005,149133,petrol,manual,3.0,poor,11109.03,2024-03-08 01:32:15.135135,2024,3,8,4,1
314,Chevrolet,2017,101975,electric,automatic,2.53,fair,35091.19,2024-06-01 23:19:38.378378,2024,6,1,5,2
315,Honda,2010,290902,diesel,automatic,3.16,excellent,33395.26,2023-01-18 03:31:53.513513,2023,1,18,2,1
316,Chevrolet,2005,170499,hybrid,automatic,1.32,excellent,31415.48,2020-12-26 01:58:11.891891,2020,12,26,5,4
317,Bmw,2015,258717,diesel,automatic,4.45,good,63515.14,2024-11-28 02:22:42.162162,2024,11,28,3,4
318,Chevrolet,2007,258016,hybrid,manual,3.92,good,22543.74,2024-07-14 00:17:17.837837,2024,7,14,6,3
319,Toyota,2022,103555,diesel,automatic,2.56,poor,35198.69,2022-07-21 04:36:45.405405,2022,7,21,3,3
320,Mercedes,2022,18855,petrol,automatic,4.68,poor,51666.2,2023-10-04 16:46:07.567567,2023,10,4,2,4
321,Chevrolet,2022,77423,hybrid,automatic,1.63,fair,34399.23,2020-09-18 09:06:18.378378,2020,9,18,4,3
322,Kia,2009,253448,hybrid,automatic,4.15,fair,14520.39,2023-01-16 07:39:49.189189,2023,1,16,0,1
323,Kia,2012,232269,hybrid,automatic,3.68,poor,19502.99,2020-12-31 13:34:24.864864,2020,12,31,3,4
324,Mercedes,2022,158043,hybrid,manual,4.63,fair,38220.8,2020-08-12 19:44:51.891891,2020,8,12,2,3
325,Kia,2018,266739,electric,automatic,2.98,poor,20092.75,2020-12-05 23:25:24.324324,2020,12,5,5,4
326,Hyundai,2024,120770,hybrid,manual,3.76,good,58494.28,2021-08-17 01:03:25.405405,2021,8,17,1,3
327,Chevrolet,2022,230348,hybrid,manual,1.17,excellent,40143.72,2022-04-26 06:49:22.162162,2022,4,26,1,2
328,Hyundai,2018,270809,petrol,manual,3.77,fair,24256.47,2021-09-28 02:01:04.864864,2021,9,28,1,3
329,Mercedes,2023,159953,diesel,automatic,4.44,good,67339.54,2023-11-08 10:15:29.729729,2023,11,8,2,4
330,Hyundai,2024,192260,diesel,automatic,2.13,excellent,54352.17,2023-04-19 12:55:29.729729,2023,4,19,2,2
331,Honda,2012,251282,diesel,automatic,1.88,fair,16339.26,2023-10-26 15:10:59.459459,2023,10,26,3,4
332,Hyundai,2023,141103,diesel,manual,3.49,poor,25904.7,2024-10-09 17:56:45.405405,2024,10,9,2,4
333,Toyota,2008,283242,hybrid,automatic,2.86,excellent,17840.36,2024-08-28 16:59:05.945945,2024,8,28,2,3
334,Mercedes,2014,34498,electric,automatic,1.31,excellent,75000.0,2022-01-04 18:52:58.378378,2022,1,4,1,1
335,Honda,2005,125470,diesel,automatic,4.4,good,27090.08,2021-09-22 14:24:51.891891,2021,9,22,2,3
336,Bmw,2022,193584,petrol,manual,2.52,fair,37245.63,2024-10-24 08:53:20.000000,2024,10,24,3,4
337,Honda,2005,99967,hybrid,manual,4.37,good,42440.51,2022-07-21 04:36:45.405405,2022,7,21,3,3
338,Honda,2020,30904,petrol,manual,2.32,poor,31311.78,2020-09-23 20:42:31.351351,2020,9,23,2,3
339,Toyota,2021,100781,diesel,automatic,3.26,poor,31022.74,2020-09-25 16:34:35.675675,2020,9,25,4,3
340,Bmw,2009,253370,hybrid,manual,4.31,good,35365.31,2024-04-26 09:58:11.891891,2024,4,26,4,2
341,Toyota,2024,179022,electric,manual,2.96,poor,27156.07,2023-07-21 18:11:10.270270,2023,7,21,4,3
342,Bmw,2013,83107,electric,automatic,3.05,fair,43972.23,2024-02-05 23:47:01.621621,2024,2,5,0,1
343,Kia,2005,22394,petrol,automatic,1.79,poor,14946.24,2022-06-10 23:31:10.270270,2022,6,10,4,2
344,Toyota,2019,139217,electric,manual,3.42,poor,31179.4,2024-08-23 05:22:52.972972,2024,8,23,4,3
345,Toyota,2014,54041,hybrid,manual,4.89,excellent,73882.24,2024-09-05 00:27:23.243243,2024,9,5,3,3
346,Hyundai,2018,207987,petrol,automatic,3.61,poor,23031.79,2023-03-13 23:34:03.243243,2023,3,13,0,1
347,Chevrolet,2007,39012,diesel,automatic,3.24,good,28703.19,2022-10-02 07:19:38.378378,2022,10,2,6,4
348,Bmw,2021,299979,petrol,manual,1.98,fair,31387.46,2021-09-07 23:28:17.297297,2021,9,7,1,3
349,Mercedes,2006,124044,electric,manual,2.49,poor,28314.53,2024-05-11 00:54:46.486486,2024,5,11,5,2
350,Kia,2016,238569,petrol,automatic,1.38,good,28004.66,2023-03-15 19:26:07.567567,2023,3,15,2,1
351,Toyota,2018,130322,hybrid,manual,3.39,good,51423.31,2023-11-23 01:12:04.324324,2023,11,23,3,4
352,Honda,2015,22350,electric,manual,1.27,fair,41761.61,2024-12-09 01:35:08.108108,2024,12,9,0,4
353,Toyota,2009,148317,hybrid,automatic,2.91,excellent,45174.13,2024-10-06 02:12:36.756756,2024,10,6,6,4
354,Chevrolet,2023,12630,diesel,automatic,3.07,fair,36282.78,2022-05-12 17:38:01.081081,2022,5,12,3,2
355,Toyota,2017,53337,hybrid,automatic,1.46,poor,33246.85,2024-09-23 07:08:06.486486,2024,9,23,0,3
356,Honda,2009,42046,petrol,manual,4.86,good,48314.36,2020-10-01 04:10:48.648648,2020,10,1,3,4
357,Honda,2011,152106,petrol,automatic,2.83,fair,20243.91,2022-01-26 17:17:50.270270,2022,1,26,2,1
358,Bmw,2008,87877,petrol,automatic,2.58,poor,28486.04,2024-12-12 17:19:16.756756,2024,12,12,3,4
359,Chevrolet,2012,196975,diesel,manual,2.0,good,22716.91,2021-06-26 20:45:24.324324,2021,6,26,5,2
360,Bmw,2016,278910,petrol,manual,2.3,fair,29178.44,2023-01-19 23:23:57.837837,2023,1,19,3,1
361,Bmw,2009,67181,hybrid,manual,4.91,poor,30104.44,2021-04-23 21:22:52.972972,2021,4,23,4,2
362,Hyundai,2015,194767,diesel,manual,3.08,excellent,38323.04,2023-10-26 15:10:59.459459,2023,10,26,3,4
363,Mercedes,2024,210732,electric,manual,3.15,excellent,75000.0,2020-09-18 09:06:18.378378,2020,9,18,4,3
364,Toyota,2016,73766,diesel,manual,1.17,good,51699.94,2021-09-22 14:24:51.891891,2021,9,22,2,3
365,Honda,2008,288205,petrol,automatic,2.05,good,19283.79,2023-02-12 17:40:54.054054,2023,2,12,6,1
366,Honda,2013,108218,electric,automatic,1.34,poor,19550.04,2022-11-09 16:33:09.189189,2022,11,9,2,4
367,Hyundai,2013,194145,hybrid,automatic,4.63,fair,23362.36,2024-05-27 11:43:25.405405,2024,5,27,0,2
368,Kia,2017,98093,hybrid,manual,4.08,good,50385.48,2020-01-02 19:52:04.324324,2020,1,2,3,1
369,Bmw,2022,232224,electric,automatic,2.71,poor,38397.67,2024-06-25 17:36:34.594594,2024,6,25,1,2
370,Kia,2018,247282,diesel,automatic,1.87,good,25892.14,2021-07-07 19:57:50.270270,2021,7,7,2,3
371,Bmw,2015,222734,petrol,automatic,3.65,poor,24563.23,2021-04-07 10:34:14.054054,2021,4,7,2,2
372,Bmw,2017,164213,petrol,manual,2.2,fair,34738.88,2023-04-04 21:58:55.135135,2023,4,4,1,2
373,Kia,2015,8375,petrol,automatic,2.95,fair,36596.66,2022-04-06 04:16:34.594594,2022,4,6,2,2
374,Hyundai,2005,295994,diesel,automatic,1.48,good,6224.82,2020-03-06 19:14:35.675675,2020,3,6,4,1
375,Hyundai,2009,166812,petrol,manual,1.5,good,21994.21,2020-10-17 14:59:27.567567,2020,10,17,5,4
376,Kia,2021,29320,hybrid,automatic,4.22,good,53036.71,2020-01-15 14:56:34.594594,2020,1,15,2,1
377,Mercedes,2020,66466,diesel,manual,1.33,fair,50229.04,2021-02-28 01:20:43.243243,2021,2,28,6,1
378,Honda,2005,15553,electric,automatic,3.55,poor,27842.51,2020-06-28 03:03:03.783783,2020,6,28,6,2
379,Bmw,2018,77469,diesel,automatic,4.4,fair,50647.73,2023-04-17 17:03:25.405405,2023,4,17,0,2
380,Honda,2009,99728,hybrid,automatic,1.46,fair,20923.33,2024-01-29 16:18:44.324324,2024,1,29,0,1
381,Chevrolet,2022,277832,hybrid,manual,1.95,excellent,30241.48,2021-01-13 08:38:55.135135,2021,1,13,2,1
382,Honda,2013,267885,hybrid,manual,4.01,fair,20832.97,2020-08-25 14:49:22.162162,2020,8,25,1,3
383,Hyundai,2007,54549,diesel,manual,3.13,excellent,38116.74,2022-01-06 14:45:02.702702,2022,1,6,3,1
384,Honda,2016,122993,hybrid,automatic,4.16,good,48043.04,2020-10-03 00:02:52.972972,2020,10,3,5,4
385,Chevrolet,2009,32107,petrol,automatic,2.45,fair,19945.76,2020-04-06 20:59:49.189189,2020,4,6,0,2
386,Honda,2009,209346,diesel,manual,1.31,fair,14609.14,2020-08-05 12:16:34.594594,2020,8,5,2,3
387,Honda,2006,132021,electric,manual,1.82,excellent,35149.12,2023-05-13 07:12:25.945945,2023,5,13,5,2
388,Toyota,2019,206829,hybrid,manual,2.87,good,41670.43,2024-08-06 18:34:14.054054,2024,8,6,1,3
389,Bmw,2015,53549,hybrid,automatic,4.18,poor,49815.58,2023-02-20 01:09:11.351351,2023,2,20,0,1
390,Mercedes,2021,99876,hybrid,automatic,2.28,good,75000.0,2022-12-07 02:34:14.054054,2022,12,7,2,4
391,Mercedes,2011,121902,electric,manual,3.92,poor,37454.83,2023-02-14 13:32:58.378378,2023,2,14,1,1
392,Kia,2018,189768,petrol,automatic,3.35,fair,33006.63,2024-11-02 12:13:41.621621,2024,11,2,5,4
393,Bmw,2006,188484,petrol,manual,2.18,fair,18379.67,2022-02-04 20:38:11.891891,2022,2,4,4,1
394,Honda,2022,288738,hybrid,automatic,4.96,fair,39384.02,2022-02-08 12:22:20.540540,2022,2,8,1,1
395,Chevrolet,2023,249814,hybrid,automatic,4.2,good,33336.57,2020-07-07 06:23:25.405405,2020,7,7,1,3
396,Chevrolet,2019,275322,electric,automatic,3.99,poor,21653.92,2024-04-04 11:33:19.999999,2024,4,4,3,2
397,Bmw,2013,6695,hybrid,automatic,2.9,fair,45101.21,2021-04-07 10:34:14.054054,2021,4,7,2,2
398,Mercedes,2006,23926,hybrid,automatic,1.96,poor,31702.68,2021-02-17 02:08:17.297297,2021,2,17,2,1
399,Mercedes,2018,29264,electric,automatic,2.77,good,68511.41,2020-07-21 21:19:59.999999,2020,7,21,1,3
400,Toyota,2006,7894,petrol,automatic,1.77,excellent,35881.63,2022-07-19 08:44:41.081081,2022,7,19,1,3
401,Kia,2011,242958,diesel,manual,2.13,excellent,32498.54,2022-05-12 17:38:01.081081,2022,5,12,3,2
402,Hyundai,2022,42622,diesel,automatic,1.45,good,55449.26,2020-06-28 03:03:03.783783,2020,6,28,6,2
403,Mercedes,2015,139312,petrol,automatic,2.86,fair,33551.67,2020-10-04 19:54:57.297297,2020,10,4,6,4
404,Bmw,2023,116395,petrol,automatic,4.21,good,65839.76,2024-04-20 22:21:58.918918,2024,4,20,5,2
405,Mercedes,2010,140806,electric,manual,2.52,excellent,72127.86,2024-07-26 19:21:48.108108,2024,7,26,4,3
406,Toyota,2024,48189,electric,automatic,3.16,fair,58738.35,2024-06-23 21:44:30.270270,2024,6,23,6,2
407,Chevrolet,2009,41994,hybrid,automatic,4.22,excellent,39167.67,2024-05-22 00:07:12.432432,2024,5,22,2,2
408,Toyota,2022,139023,diesel,manual,3.66,good,47172.43,2021-09-07 23:28:17.297297,2021,9,7,1,3
409,Honda,2005,240649,hybrid,automatic,3.2,poor,8793.08,2023-07-12 14:50:48.648648,2023,7,12,2,3
410,Bmw,2005,271353,electric,automatic,2.56,fair,11632.68,2024-02-09 15:31:10.270270,2024,2,9,4,1
411,Bmw,2020,164279,hybrid,automatic,2.05,fair,55717.37,2020-10-23 02:35:40.540540,2020,10,23,4,4
412,Kia,2010,248278,electric,manual,2.67,poor,9093.38,2023-08-07 04:59:49.189189,2023,8,7,0,3
413,Bmw,2018,85161,hybrid,automatic,2.71,excellent,65539.04,2024-10-13 09:40:54.054054,2024,10,13,6,4
414,Hyundai,2018,9047,hybrid,automatic,2.76,good,46814.92,2023-05-27 22:09:00.540540,2023,5,27,5,2
415,Mercedes,2020,169564,hybrid,manual,2.03,good,68241.39,2024-12-23 16:31:42.702702,2024,12,23,0,4
416,Chevrolet,2023,184207,hybrid,automatic,2.02,fair,31964.27,2020-10-19 10:51:31.891891,2020,10,19,0,4
417,Mercedes,2013,8440,hybrid,manual,2.17,excellent,75000.0,2022-11-24 07:29:43.783783,2022,11,24,3,4
418,Honda,2015,42528,diesel,automatic,1.55,poor,25301.03,2024-01-02 06:17:39.459459,2024,1,2,1,1
419,Bmw,2011,226191,petrol,manual,4.14,fair,29758.25,2021-12-26 15:32:36.756756,2021,12,26,6,4
420,Kia,2014,127644,electric,manual,1.34,fair,27514.58,2021-05-19 11:31:53.513513,2021,5,19,2,2
421,Bmw,2014,237983,petrol,automatic,1.8,good,48090.54,2024-01-29 16:18:44.324324,2024,1,29,0,1
422,Chevrolet,2014,298686,diesel,automatic,3.23,fair,15109.3,2024-07-30 11:05:56.756756,2024,7,30,1,3
423,Honda,2010,56107,diesel,manual,3.3,fair,31554.85,2022-07-08 09:32:15.135135,2022,7,8,4,3
424,Toyota,2010,183355,hybrid,manual,3.44,fair,20326.09,2024-06-23 21:44:30.270270,2024,6,23,6,2
425,Bmw,2010,194748,hybrid,automatic,1.77,excellent,43100.97,2021-12-15 16:20:10.810810,2021,12,15,2,4
426,Hyundai,2014,252400,diesel,manual,4.59,poor,18045.83,2020-09-01 22:17:39.459459,2020,9,1,1,3
427,Chevrolet,2012,90986,petrol,automatic,1.98,good,31518.66,2020-12-20 14:21:58.918918,2020,12,20,6,4
428,Mercedes,2017,182669,hybrid,automatic,4.97,fair,45112.03,2022-01-01 03:08:49.729729,2022,1,1,5,1
429,Bmw,2024,297319,electric,manual,3.27,excellent,56336.36,2023-03-13 23:34:03.243243,2023,3,13,0,1
430,Hyundai,2021,146939,diesel,automatic,2.4,excellent,58341.19,2020-02-28 11:46:18.378378,2020,2,28,4,1
431,Kia,2007,253641,hybrid,manual,4.54,good,27014.56,2023-06-09 17:13:30.810810,2023,6,9,4,2
432,Honda,2007,85250,electric,automatic,2.44,fair,25979.51,2022-04-18 23:21:04.864864,2022,4,18,0,2
433,Toyota,2022,164012,hybrid,automatic,2.9,fair,44326.92,2024-10-09 17:56:45.405405,2024,10,9,2,4
434,Bmw,2020,98430,electric,manual,1.54,fair,57432.35,2024-05-31 03:27:34.054054,2024,5,31,4,2
435,Honda,2009,209974,petrol,manual,2.88,good,20493.81,2022-05-07 06:01:48.108108,2022,5,7,5,2
436,Kia,2012,280328,diesel,manual,2.42,fair,21921.15,2021-11-14 14:34:57.297297,2021,11,14,6,4
437,Bmw,2010,164244,electric,manual,4.26,excellent,47585.55,2020-02-08 09:13:30.810810,2020,2,8,5,1
438,Toyota,2013,29713,petrol,automatic,1.29,good,50614.08,2023-10-01 01:01:58.918918,2023,10,1,6,4
439,Honda,2006,59186,diesel,automatic,4.53,excellent,47282.78,2023-05-07 19:36:12.972972,2023,5,7,6,2
440,Chevrolet,2010,43016,electric,manual,2.71,good,32220.11,2020-03-08 15:06:39.999999,2020,3,8,6,1
441,Bmw,2006,176348,electric,automatic,2.95,good,34195.77,2021-02-22 13:44:30.270270,2021,2,22,0,1
442,Honda,2024,293504,hybrid,automatic,3.82,poor,23489.88,2021-10-27 07:54:14.054054,2021,10,27,2,4
443,Honda,2008,203762,petrol,manual,2.3,excellent,32721.16,2022-10-24 05:44:30.270270,2022,10,24,0,4
444,Bmw,2010,219144,electric,automatic,3.13,excellent,60701.15,2022-03-09 18:15:29.729729,2022,3,9,2,1
445,Bmw,2021,132830,hybrid,automatic,2.3,good,59150.08,2023-11-17 13:35:51.351351,2023,11,17,4,4
446,Toyota,2018,117830,hybrid,manual,4.95,poor,28099.92,2021-05-30 10:44:19.459459,2021,5,30,6,2
447,Hyundai,2009,42328,hybrid,automatic,2.33,good,45833.33,2020-02-17 12:33:52.432432,2020,2,17,0,1
448,Bmw,2016,217861,hybrid,manual,3.96,poor,22683.39,2021-02-15 06:16:12.972972,2021,2,15,0,1
449,Toyota,2021,77131,diesel,automatic,1.74,fair,39310.73,2021-05-19 11:31:53.513513,2021,5,19,2,2
450,Mercedes,2014,171852,diesel,automatic,1.87,good,43979.48,2023-12-27 18:41:26.486486,2023,12,27,2,4
451,Bmw,2011,500000,petrol,automatic,2.6,excellent,36501.4,2023-01-16 07:39:49.189189,2023,1,16,0,1
452,Kia,2019,88199,diesel,automatic,3.07,good,49132.57,2021-06-01 06:36:23.783783,2021,6,1,1,2
453,Kia,2005,30375,diesel,automatic,1.57,good,24923.86,2024-05-23 19:59:16.756756,2024,5,23,3,2
454,Hyundai,2015,281899,diesel,automatic,4.81,fair,26479.06,2024-10-18 21:17:07.027027,2024,10,18,4,4
455,Kia,2008,45836,hybrid,manual,1.74,excellent,38345.05,2022-05-27 08:34:35.675675,2022,5,27,4,2
456,Toyota,2015,156328,hybrid,automatic,4.72,excellent,62595.54,2022-04-06 04:16:34.594594,2022,4,6,2,2
457,Chevrolet,2018,277516,electric,manual,1.64,fair,18898.91,2024-02-22 10:35:40.540540,2024,2,22,3,1
458,Toyota,2007,31389,hybrid,manual,1.98,fair,33324.96,2024-01-29 16:18:44.324324,2024,1,29,0,1
459,Mercedes,2012,247517,electric,automatic,4.63,poor,34142.23,2023-04-17 17:03:25.405405,2023,4,17,0,2
460,Hyundai,2020,24543,hybrid,automatic,1.76,poor,30291.44,2022-07-30 07:57:07.027027,2022,7,30,5,3
461,Hyundai,2007,84768,petrol,automatic,4.94,good,40633.05,2022-09-24 23:51:21.081081,2022,9,24,5,3
462,Hyundai,2022,281090,hybrid,automatic,4.37,poor,25176.82,2020-12-15 02:45:45.945945,2020,12,15,1,4
463,Kia,2022,219012,diesel,automatic,4.22,excellent,54941.87,2020-03-28 17:39:27.567567,2020,3,28,5,1
